0.022177,0.022177,0.031184,0.165280,0.165280,0.165280,0.165280,0.165280,0.165280,0.165280,0.165280,0.165280,0.165280,0.165280,0.165280,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,0.165401,
0.007748,0.007748,0.007749,0.007749,0.007749,0.007749,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028534,0.028538,0.028538,0.028538,0.028538,0.028538,0.028539,0.028539,0.028539,0.028539,0.028539,0.028539,0.028539,0.028539,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,0.028542,
0.010866,0.031198,0.031198,0.031198,0.031198,0.031198,0.031198,0.031199,0.031199,0.031199,0.031199,0.031199,0.031199,0.031199,0.031199,0.031199,0.031199,0.031199,0.031199,0.031199,0.031199,0.031199,0.031199,0.031199,0.031199,0.031220,0.031220,0.031220,0.031220,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031222,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,0.031226,
0.009796,0.023227,0.023227,0.049873,0.049873,0.049873,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.197807,0.245479,0.245479,0.245479,0.245479,0.245479,0.245479,0.245479,0.245479,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,0.246894,
0.019963,0.019963,0.019963,0.019963,0.019963,0.019963,0.019963,0.019963,0.019963,0.019963,0.019963,0.019963,0.019963,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019980,0.019982,0.019982,0.019982,0.019982,0.019982,0.019983,0.019983,0.019983,0.019983,0.019983,0.019983,0.019983,0.019983,0.019983,0.019983,0.019983,0.019983,0.019983,0.019983,0.019983,0.019983,0.019983,0.019983,0.028509,0.028509,0.028509,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529,0.028531,0.028531,0.028531,0.028531,0.028531,0.028531,0.028531,0.028531,0.028531,0.028531,0.028531,0.028531,0.028531,0.028531,
0.010409,0.010409,0.022697,0.022697,0.022697,0.062279,0.062279,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062280,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,0.062301,
0.017513,0.017513,0.017513,0.017513,0.017513,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030246,0.030247,0.030247,0.030247,0.030247,0.030247,0.030247,0.030247,0.030247,0.030247,0.030256,0.030256,0.030256,0.030256,0.030256,0.030256,0.030256,0.030256,0.030256,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,0.030258,
0.018487,0.018487,0.047443,0.047443,0.090317,0.090317,0.090317,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090419,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,
0.039832,0.039914,0.047450,0.047450,0.047465,0.047465,0.047465,0.047465,0.047465,0.047465,0.047465,0.047465,0.047465,0.047465,0.047465,0.047465,0.047465,0.047465,0.047465,0.047465,0.047465,0.047497,0.047497,0.047497,0.047497,0.047497,0.047497,0.047497,0.047497,0.047497,0.047497,0.047497,0.047497,0.062297,0.062297,0.062297,0.062297,0.062297,0.062311,0.062311,0.062311,0.062311,0.062311,0.062311,0.062311,0.062311,0.062311,0.062311,0.062311,0.062311,0.062311,0.062311,0.062311,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,0.062337,
0.002985,0.006450,0.090244,0.090244,0.090244,0.090244,0.090244,0.090244,0.090244,0.090304,0.090304,0.090304,0.090304,0.090304,0.090304,0.090304,0.090304,0.090304,0.090304,0.090304,0.090304,0.090304,0.090304,0.090304,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,0.090435,
