0.009505,0.009505,0.019940,0.019940,0.033179,0.033179,0.033179,0.033179,0.033179,0.033179,0.033179,0.033179,0.033179,0.033179,0.035539,0.035539,0.035539,0.035539,0.035539,0.035539,0.035539,0.035571,0.035571,0.035571,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035576,0.035582,0.035582,0.035582,0.035582,0.035582,
0.002272,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045207,0.045230,0.045230,0.045230,0.045230,0.045230,0.045230,0.045230,0.045230,0.045230,0.045230,0.045230,0.045230,0.045230,0.045230,0.045230,
0.015574,0.015597,0.015597,0.015597,0.015597,0.015597,0.015597,0.015597,0.015597,0.015597,0.015597,0.015597,0.015597,0.015597,0.015597,0.015597,0.015597,0.015597,0.016904,0.016904,0.016904,0.016904,0.016904,0.016904,0.016904,0.016904,0.016904,0.016904,0.016904,0.016904,0.016913,0.016924,0.016924,0.016924,0.016924,0.016924,0.016924,0.016924,0.016924,0.016924,0.016924,0.016924,0.016924,0.016924,0.016924,0.016924,0.016924,0.016924,0.016924,0.016924,
0.016902,0.196069,0.196069,0.196069,0.196069,0.196069,0.196069,0.196069,0.196069,0.196069,0.196069,0.196069,0.196069,0.196069,0.196069,0.196069,0.196069,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,0.196223,
0.018142,0.018142,0.018142,0.032198,0.032198,0.032198,0.032198,0.032198,0.032198,0.082682,0.082682,0.082682,0.082682,0.082682,0.082682,0.082682,0.082682,0.082682,0.082682,0.082682,0.082682,0.082682,0.082682,0.082682,0.082870,0.082870,0.082870,0.082870,0.082870,0.082870,0.082870,0.082870,0.082966,0.082966,0.082966,0.082966,0.082966,0.082966,0.082966,0.082966,0.082966,0.082966,0.082966,0.082966,0.082966,0.082966,0.082966,0.082966,0.082966,0.082966,
0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023682,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023689,0.023756,0.023756,0.023756,0.023756,0.023756,0.023756,
0.007185,0.007185,0.007928,0.007928,0.007928,0.007928,0.007928,0.007928,0.007928,0.007928,0.007928,0.007928,0.007928,0.007930,0.007930,0.007932,0.007932,0.015360,0.015360,0.033081,0.033081,0.033081,0.033081,0.033081,0.033212,0.033212,0.033212,0.033212,0.033212,0.033212,0.033212,0.033212,0.033212,0.033212,0.033212,0.033212,0.033219,0.033219,0.033219,0.033219,0.033219,0.033219,0.033219,0.033219,0.033219,0.033219,0.033219,0.033219,0.033219,0.033219,
0.307215,0.307215,0.307215,0.307215,0.307215,0.307215,0.307215,0.307215,0.307215,0.316688,0.316688,0.316688,0.316688,0.316688,0.316688,0.316688,0.316688,0.316688,0.316688,0.316688,0.316688,0.316688,0.316688,0.316688,0.320405,0.320405,0.320405,0.320405,0.320405,0.320405,0.320405,0.320405,0.320405,0.320405,0.320405,0.320405,0.320405,0.320405,0.320405,0.320405,0.321462,0.321462,0.321462,0.321462,0.321462,0.321462,0.321462,0.321462,0.321462,0.321462,
0.002061,0.022173,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041441,0.041515,0.041515,0.041515,0.041515,0.041515,0.041515,0.041515,0.041515,0.041515,0.041515,0.041515,0.041515,0.041515,0.041515,
0.018817,0.018840,0.033209,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.062204,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,0.066216,
