0.017195,0.017195,0.017195,0.017217,0.017217,0.017217,0.017217,0.017217,0.017217,0.017217,0.017217,0.017217,0.082585,0.082585,0.082585,0.082585,0.082585,0.082585,0.082585,0.082585,0.082585,0.082585,0.082585,0.082585,0.082585,0.082585,0.082585,0.082602,0.082602,0.082602,0.082602,0.082602,0.082602,0.082602,0.082602,0.082602,0.08272,0.08272,0.08272,0.08272,0.08274,0.08274,0.08274,0.08274,0.08274,0.08274,0.08274,0.08274,0.08274,0.08274
0.003332,0.003333,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302
0.017204,0.017204,0.03987,0.03987,0.039887,0.039887,0.039887,0.039887,0.039887,0.090293,0.090293,0.090293,0.090293,0.090293,0.090293,0.090293,0.090293,0.090293,0.090293,0.090293,0.090293,0.090293,0.090293,0.090293,0.090293,0.090293,0.090293,0.090369,0.090369,0.090369,0.090369,0.090369,0.090369,0.090369,0.090369,0.090369,0.090369,0.090369,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455,0.090455
0.004781,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671,0.022671
0.001351,0.003144,0.003144,0.003144,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047518,0.047523,0.047523
0.005461,0.005462,0.005462,0.047417,0.047417,0.047417,0.047422,0.047422,0.047422,0.047422,0.047422,0.047422,0.047422,0.047422,0.047422,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837,0.082837
0.029258,0.029258,0.029297,0.029297,0.029297,0.029297,0.029297,0.029297,0.029297,0.029297,0.029297,0.029317,0.029317,0.030212,0.030212,0.030212,0.030212,0.030212,0.030212,0.030212,0.030212,0.030212,0.030212,0.030212,0.030212,0.058429,0.058429,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471,0.058471
0.002915,0.023211,0.034367,0.034367,0.041517,0.041517,0.041517,0.041517,0.041517,0.041517,0.041517,0.041517,0.041517,0.041517,0.070987,0.070987,0.090181,0.090181,0.090181,0.090181,0.090181,0.090181,0.090181,0.090181,0.090181,0.090181,0.090181,0.090222,0.090222,0.090222,0.090222,0.090222,0.090222,0.090408,0.090408,0.090408,0.090408,0.090408,0.090408,0.090408,0.090408,0.090408,0.090408,0.090408,0.090408,0.090408,0.090408,0.090408,0.090408,0.090408
0.012025,0.012036,0.012036,0.031195,0.031195,0.031195,0.031195,0.031195,0.031195,0.031195,0.031195,0.031195,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035629,0.035653,0.035653,0.035653,0.035653,0.035653,0.035653,0.035653,0.035653,0.035653,0.035653,0.035653,0.035653,0.035653,0.035653,0.035653,0.035653,0.035653
0.005679,0.019971,0.019971,0.019971,0.019971,0.019971,0.019971,0.019971,0.019971,0.019971,0.019971,0.019971,0.019971,0.019971,0.019971,0.019978,0.019978,0.019978,0.019978,0.019978,0.019978,0.019978,0.019978,0.019978,0.019978,0.019978,0.019978,0.019978,0.04151,0.04151,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152,0.04152
