0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049647,0.049774,0.049774,0.049774,0.049774,0.049774,0.049774,0.049774,0.049774,0.049774,0.049774,0.049774,0.049774,0.049774,0.049774,0.049774,0.049786,0.049786,0.049786,0.049786,0.049786,0.049786,0.049786,0.049786,0.049786,0.049786,0.049786,0.049786,0.049786,0.049786
0.015609,0.015609,0.015609,0.015609,0.019215,0.019215,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.055303,0.05539,0.05539,0.05539,0.05539,0.05539,0.05539,0.05539,0.05539,0.05539
0.03317,0.033226,0.04144,0.04144,0.04144,0.04144,0.04144,0.04144,0.04144,0.04144,0.04144,0.04144,0.04144,0.04144,0.04154,0.041576,0.041576,0.041576,0.049724,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727,0.049727
0.004182,0.012484,0.012484,0.123954,0.123954,0.123954,0.123954,0.123954,0.123954,0.123954,0.123954,0.123954,0.123954,0.123954,0.123954,0.123954,0.123954,0.123954,0.123954,0.123954,0.123954,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399,0.12399
0.010511,0.010511,0.01189,0.011895,0.011895,0.011895,0.011895,0.011895,0.011895,0.011895,0.011895,0.011895,0.011895,0.011895,0.030213,0.030213,0.030213,0.030213,0.030213,0.030213,0.030213,0.030213,0.030213,0.030213,0.030213,0.030213,0.030213,0.030213,0.030213,0.049747,0.049747,0.049747,0.049747,0.049747,0.049747,0.049747,0.049747,0.049747,0.049747,0.049747,0.049827,0.049827,0.049827,0.049827,0.049827,0.049827,0.049827,0.049827,0.049827,0.049827
0.00357,0.0586,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372,0.082372
0.010511,0.055239,0.055239,0.055239,0.055239,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.089995,0.090023,0.090023,0.090023,0.090023,0.090023,0.090023,0.090023,0.090023,0.090023,0.090023,0.090139,0.090139,0.090139,0.090139,0.090139,0.090139,0.090139,0.090139
0.006985,0.006985,0.016357,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834,0.163834
0.001196,0.004423,0.004423,0.004423,0.004423,0.004423,0.009516,0.009516,0.015353,0.021225,0.021225,0.021225,0.032148,0.032148,0.032148,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178,0.032178
0.045103,0.045249,0.045249,0.045249,0.045249,0.045249,0.045249,0.045249,0.045249,0.045249,0.045249,0.045249,0.045251,0.045251,0.045251,0.045251,0.045251,0.045251,0.045251,0.045251,0.045251,0.045267,0.045267,0.045267,0.045267,0.045267,0.045267,0.045267,0.045267,0.045267,0.045267,0.045267,0.045267,0.045278,0.045278,0.045278,0.045278,0.045278,0.045278,0.045278,0.045278,0.045278,0.045278,0.045278,0.045278,0.045278,0.045278,0.045278,0.045278,0.045278
0.013815263,0.022540158,0.027985684,0.044831263,0.047733737,0.049563,0.051730684,0.051730684,0.052037895,0.054999895,0.054999895,0.055000947,0.055809316,0.055856421,0.058376842,0.060244632,0.061254842,0.061254842,0.061683684,0.061683842,0.061683842,0.061693263,0.061693263,0.061693263,0.061693263,0.063178368,0.063178368,0.063186737,0.06432,0.065348105,0.065348632,0.065348632,0.065350105,0.065361737,0.065361737,0.065361737,0.065362368,0.065362368,0.065366895,0.065366895,0.065371105,0.065375684,0.065381789,0.065381789,0.065381789,0.065381789,0.065381789,0.065381789,0.065382053,0.065382053
